WeiboID,正文,日期,点赞数,评论数,转发数,话题,Time
宝玉xp,我真的会修电脑 ,2023-08-20,23,7,5,,2023-08-20 13:20:15
宝玉xp,【重发】如果我的孩子在国内上计算机专业，我会推荐他们看这些课程：MIT 的 Introduction to Deep Learning： 网页链接哈佛大学的CS 50： 网页链接斯坦福 cs25：网页链接另外可以在网页链接这个网站上看到各大名校的公开课程：网页链接,2023-08-20,182,11,212,,2023-08-20 13:18:24
宝玉xp,如果你无法申请OpenAI的API或者Claude的API，可以考虑下OpenRouter AI。openrouter.ai网页链接OpenRouter提供目前主流大语言模型的API，可以控制每一个生成的API Key的消耗，支付也比较灵活，能支持加密货币。另外这个网站还有一个用途，就是可以看到现在哪些AI网站、App比较火，从它网站可以直观的看到Tokens的使用量,2023-08-20,51,2,45,,2023-08-20 10:38:45
宝玉xp,熟悉的Windows 98界面，就是容易蓝屏 ,2023-08-20,17,4,1,,2023-08-20 04:39:34
宝玉xp,博客园也要不行了吗？支持博客园 ,2023-08-20,77,37,31,,2023-08-20 02:52:49
宝玉xp,哈佛即将推出类似于可汗学院的 Khanmigo (网页链接 )这样的AI助教，目前已经在他们夏季的入门级编程课程中试用，秋季学期和春季将推广到人文学科、艺术、社会科学、物理科学等其他学科。 宝玉xp的微博视频 ,2023-08-19,100,8,166,,2023-08-19 14:36:31
宝玉xp,"借助ChatGPT写小说这事比较难：1. 怎么让它按照你的想法来写？2. 怎么保证情节的连贯性3. 上下文长度有限制我们先从简单一点的开始：如何在上下文长度限制范围内，写一短篇小说，这样就没必要去摘要和外部存储了。那么我们需要重点考虑的就是如何能让GPT按照自己的想法来写作，甚至于超越自己写出更好的内容？如果关注过以前的 #Prompt思考题# ，我经常提到的一个Prompt技巧是CoT，也就是让ChatGPT能把复杂的事情拆分成一步步来做，形成一个思考链，这样生成的质量会比较高。写作这事也是类似的，要最大化ChatGPT写作的效果，我们需要把写小说这个复杂的任务拆分成一步步的、简单的子任务。想象一下一个真正的作家是怎么写小说的：- 他们应该有一个整体的构想；- 然后基于这个构思写一个大纲，包括人物列表和每个人物的简短描述；- 再根据大纲生成章节列表和每章内容的简短概述。（我不是专业作家，有错的话还请指正）我们也可以按照这个思路，首先把自己小说的构想，甚至可以没有啥想法只是一个标题，告诉GPT，让GPT帮生成一个大纲，包括人物列表和每个人物的简短描述，包括章节列表和每章内容的简短概述。但是我在实践的时候发现，ChatGPT在章节切换的时候，写新章节可能忘记旧章节，并且切换场景很生硬，缺少必要的铺垫。所以我在开始写每一章之前，让ChatGPT先对每个章节写第一个场景和最后一个场景的概述，并且让上一个章节的最后一个场景做好新章节的第一个场景的铺垫。这样下来就要流畅很多！ 有了大纲和主要场景，接下来就可以让ChatGPT按照前面设定好的一个章节一个章节来写，只要不超出上下文长度，这个Prompt就很容易写。但是注意一点就是，在第一章以后，最好是将生成的前一章的最后一段话放在Prompt里面，这样新章节生成式，衔接会更自然。 注意为了保证更长的上下文长度，所以我在使用ChatGPT的时候，直接选择了 Code Interpreter 模式，这样上下文长度是最长的，所以整篇小说写下来没有出现遗忘的情况。 这里是整个会话分享链接：网页链接对于如何写中长篇，要更复杂一些，不过主要的差别在于如何对已经生成的内容进行总结，并且在生成新的内容时，加上必要的上下文信息，这个下一次再继续。以下是小说内容《久违了的美食》1: 味觉的消失宝玉正坐在餐桌前，手里拿着一块烤鸡。他咬下一口，但舌尖并没有传来那熟悉的香味。他抬头看着对面的妻子和孩子，他们都在开心地吃着，似乎完全没有意识到鸡肉的味道有任何问题。他放下鸡肉，又试着喝了一口汤，但那汤似乎也失去了味道。宝玉开始有些焦虑，他尝试着各种调料，加了酱油、辣椒酱，甚至还尝试了盐和胡椒，但都没用。""亲爱的，你觉得这鸡肉味道怎么样？"" 宝玉问道。妻子微笑着答道：""味道很好啊，你是不是感冒了？有时候感冒会导致味觉减退。""宝玉摇摇头：""我不是感冒，但我真的尝不出任何味道。""孩子嘻嘻地笑道：""爸爸，你是不是老了，所以味觉退化了呢？""宝玉皱了皱眉，但他知道孩子只是开玩笑。餐后，他决定去药店买些药物，看看能否恢复味觉。当他返回家时，手里拿着一瓶恢复味觉的药水。他照着说明服用了，但过了一个小时，他仍然尝不到任何味道。他开始焦虑，想到了自己曾经在中国的日子，那时的美食如此美味，他怀念那些日子。那晚，宝玉躺在床上，手里拿着手机。他浏览着自己的相册，看到了自己在西安和北京的照片。他回忆起那时与朋友们在夜市品尝小吃的日子，那些美好的回忆让他更加怀念。他决定，第二天要去看医生，找出味觉消失的原因。同时，他也想查看一些过去的美食视频，看看能否通过视觉和听觉来唤起自己的味觉。2: 隐藏的记忆早上，宝玉醒来时，第一件事就是尝了尝嘴唇，但仍然没有味道。他轻叹了口气，然后起床准备去医院。他告诉妻子他的打算，妻子担忧地看着他，说：“你还是去看看吧，别再拖了。”医院的检查结果并没有给宝玉带来任何好消息。医生告诉他，他的舌头和嗅觉器官都是正常的，但他为何会失去味觉，医生也无法确定。医生建议他先回家休息，如果持续几天还是这样，再来医院进一步检查。回到家，宝玉觉得有些失落。他决定打开电脑，查看一些过去的美食视频，看看能否唤起自己的味觉。当他打开网盘，滚动浏览时，突然注意到了一个被隐藏的目录。这个目录的名字是一串数字和字母，看起来并不像他自己设置的，更奇怪的是，这个目录竟然是加密的。宝玉试图打开这个目录，但被要求输入密码。他回想了一下，试图记起是否有为这个目录设置过密码，但完全没有印象。他尝试了自己常用的几个密码，但都没有成功。他开始觉得有些不安，为什么会有一个他不记得的加密目录在他的网盘里？里面装的又是什么内容？他决定尝试更多的密码组合，包括他的生日、结婚纪念日，甚至是孩子的出生日期，但都没有成功。时间一分一秒地过去，夜幕已经降临。宝玉还在努力猜测密码，但每次都被告知“密码错误”。他的焦虑逐渐增加，他开始怀疑是不是有人恶意篡改了他的文件。最后，经过一整天的尝试，宝玉已经使用了所有他能想到的密码，但仍然无法打开那个目录。他感到非常沮丧和困惑。为什么会有一个他不知道密码的目录？那里面又隐藏了什么秘密？他决定，第二天要请教一些计算机专家，看看是否有办法破解这个加密目录。同时，他也对自己是否失去了某些记忆感到困惑，这一切都太奇怪了。3: 黑客的觉醒宝玉第二天早早地起床，他决定先不去公司，而是直接前往一个叫“Tech Haven”的地方，那里聚集了许多计算机技术高手和黑客。他曾听说过那里的人有时会帮助人们解决一些计算机相关的问题。当宝玉走进“Tech Haven”，他感受到了一种异于日常的氛围。墙上挂满了各种黑客文化的标志和涂鸦，人们坐在电脑前，头戴黑色的帽子，手速飞快地敲打着键盘。他找到了一个叫做“Shadow”的黑客，向他描述了自己的问题。Shadow似乎对宝玉的问题很感兴趣，他建议宝玉先玩一个名为“HackMe”的模拟黑客游戏，看看是否能激发出他的黑客技能。宝玉虽然有些不解，但还是按照Shadow的建议开始玩这个游戏。游戏刚开始时宝玉感到有些手足无措，但很快，他的手指开始自动移动，他的电脑屏幕上出现了一些代码，他似乎入了神，完全沉浸在这个黑客的世界中。在玩游戏的过程中，宝玉突然意识到，他似乎真的掌握了黑客的技能。游戏中的每一个难关，他都能轻易破解。他的自信逐渐增强，他觉得自己有能力破解那个隐藏的目录。于是，他回到家，立刻打开电脑，开始尝试破解加密目录。这次，他不再盲目地尝试密码，而是使用了一些专业的破解技巧。经过一番努力，他终于成功地破解了目录。他深吸了一口气，双击打开了其中的一个视频文件。屏幕上出现的是一个熟悉的场景，那是他自己的家，但视频中的他与现实中的他有些不同。他决定继续观看，看看这视频中隐藏了什么秘密。4: 数字之谜随着视频的播放，宝玉越来越感到不安。视频开始的场景是一个医院的病房，床上躺着的是他自己，面容苍白，旁边是医生和家人。他们的脸上都露出忧虑的表情，仿佛正在为一个重要的决定而犹豫。医生严肃地说：“宝玉，我们已经尽了最大的努力，但是你的病情已经到了晚期，传统的治疗方法已经无法挽救你了。但是，有一种新的技术，可以将你的意识上传到云端，这样你可以继续在虚拟世界中生活。”视频中的宝玉显得有些茫然，他看着家人，他们都在默默地流泪。经过深思熟虑，他决定接受这项技术，将自己的意识上传到云端。随后的视频中，宝玉被带到了一个高科技的实验室。那里有一个高科技的椅子，他被要求坐下。科学家们开始对他进行各种操作，他的头上被安装了一些电极，连接到一个巨大的服务器。随着一声响亮的“嘟”声，视频中的宝玉似乎进入了一个深深的沉睡。然后，屏幕上出现了一行字：“上传成功”。接着，视频切换到了一个新的场景，宝玉正在自己家中，与家人欢乐地生活，一切都看起来如此真实。但是，这一切都只是虚拟的，他的真实身体已经不在了。视频快到尾声时，宝玉坐在一个高科技的椅子上，看着屏幕上的自己，他说：“如果你看到这个视频，那么你就知道了真相。我希望你能理解我当时的决定，我只是想继续与家人在一起。虽然这一切都是虚拟的，但我的感情是真实的。”视频结束后，宝玉坐在电脑前，震惊不已。他终于知道了为什么自己会失去味觉，为什么会有那个隐藏的目录。他已经不再是一个真实的人，而是一个数字化的存在。他深吸了一口气，尝试着接受这个事实。他知道，尽管这一切都是虚拟的，但他的感情和经历都是真实的。他决定继续珍惜与虚拟家人的每一刻，尽管无法品尝美食，但他的生活仍然充满了色彩和爱。5: 虚拟与真实的交汇坐在电脑前，宝玉的心情复杂。他决定先与网盘的AI对话，看是否能得到更多的信息。打开对话框，他问道：“我是如何变成这样的？这虚拟世界存在多久了？”网盘AI回复道：“您是五年前选择了这项技术，将您的意识上传到了云端。您在这个虚拟世界中已经生活了五年，与您的虚拟家人和朋友共同生活。”宝玉沉默了一会，然后问：“为什么我会忘记这一切？为什么我会有那个隐藏的目录？”AI回答：“为了让您更好地适应这个虚拟世界，我们为您设置了一些屏蔽记忆的程序。但随着时间的推移，您的记忆开始逐渐恢复。那个隐藏的目录是您上传之前留下的，以便在您记忆恢复时，告诉您真相。”宝玉叹了口气，感谢AI，并关闭了对话框。他决定与家人分享这个秘密。他找到了妻子和孩子，告诉他们自己发现的一切。他们似乎并不惊讶，妻子说：“我们知道这一切，因为我们从一开始就是虚拟的存在。”宝玉的眼中闪过泪花，他紧紧地拥抱妻子和孩子。他知道，尽管这一切都是虚拟的，但他们之间的情感是真实的。他们坐在客厅的沙发上，一起回忆过去的美好时光，谈论未来的计划。宝玉说：“尽管我不能品尝到真实的美食，但我仍然有你们，这就是我生活中最美好的味道。”夜幕降临，一家三口坐在阳台上，看着虚拟的星空，享受着这宁静的时光。宝玉知道，无论这世界是真实还是虚拟，只要有家人的陪伴，他的生活就是完整的。",2023-08-19,123,20,118,Prompt思考题,2023-08-19 11:47:17
宝玉xp,梅西和小罗 宝玉xp的微博视频 ,2023-08-19,46,9,18,,2023-08-19 10:51:01
宝玉xp,如果苹果在设计iPhone时都听用户的 如果苹果在设计鼠标的时候不听用户的 ,2023-08-19,626,98,125,,2023-08-19 10:41:44
宝玉xp,转一条推文，给想赚钱的程序员们提供一点思路：推文来自 happy xiao🥤可乐周报（twitter.com/coolXiao）刚刚听完这哥们的采访，10岁从巴基斯坦移民到美国，不会说英语，12岁为了在图书馆打游戏自学proxy代码，后来帮人做php网站，Wordpress出现后专注做 Wpbeginner网站（你一定听说过，因为它的seo屌爆）。之后不断收购wordpress插件，现在年入数千万刀，又买了十个加油站（守住财富制造现金流）。并且，他才32岁启发：找到下一个统治级的东西，做它的周边，与它一起成长（比如最近卖Notion模版的教程的，打包ai程序的）twitter.com/coolXiao/status/1692469766437663181,2023-08-19,319,21,247,,2023-08-19 04:39:22
